time,damage,slash,heat,electricity,toxin,gas
0,26364,,,,,
0.0166667,,,,,,
0.0333333,,,,,,
0.05,,,,,,
0.0666667,,,,,,
0.0833333,,,,,,
0.1,,,,,,
0.116667,,,,,,
0.133333,,,,,,
0.15,,,,,,
0.166667,,,,,,
0.183333,,,,,,
0.2,,,,,,
0.216667,,,,,,
0.233333,,,,,,
0.25,,,,,,
0.266667,,,,,,
0.283333,,,,,,
0.3,,,,,,
0.316667,,,,,,
0.333333,,,,,,
0.35,,,,,,
0.366667,,,,,,
0.383333,,,,,,
0.4,,,,,,
0.416667,,,,,,
0.433333,,,,,,
0.45,,,,,,
0.466667,,,,,,
0.483333,,,,,,
0.5,,,,,,
0.516667,,,,,,
0.533333,,,,,,
0.55,,,,,,
0.566667,,,,,,
0.583333,,,,,,
0.6,,,,,,
0.616667,,,,,,
0.633333,,,,,,
0.65,,,,,,
0.666667,,,,,,
0.683333,,,,,,
0.7,,,,,,
0.716667,,,,,,
0.733333,,,,,,
0.75,,,,,,
0.766667,,,,,,
0.783333,,,,,,
0.8,,,,,,
0.816667,,,,,,
0.833333,,,,,,
0.85,,,,,,
0.866667,,,,,,
0.883333,,,,,,
0.9,,,,,,
0.916667,,,,,,
0.933333,,,,,,
0.95,,,,,,
0.966667,25777,,,,,
0.983333,,,,,,
1,,,,,,
1.01667,,26148.7,,,,
1.03333,,,,,,
1.05,,,,,,
1.06667,,,,,,
1.08333,,,,,,
1.1,,,,,,
1.11667,,,,,,
1.13333,,,,,,
1.15,,,,,,
1.16667,,,,,,
1.18333,,,,,,
1.2,,,,,,
1.21667,,,,,,
1.23333,,,,,,
1.25,,,,,,
1.26667,,,,,,
1.28333,,,,,,
1.3,,,,,,
1.31667,,,,,,
1.33333,,,,,,
1.35,,,,,,
1.36667,,,,,,
1.38333,,,,,,
1.4,,,,,,
1.41667,,,,,,
1.43333,,,,,,
1.45,,,,,,
1.46667,,,,,,
1.48333,,,,,,
1.5,,,,,,
1.51667,,,,,,
1.53333,,,,,,
1.55,,,,,,
1.56667,,,,,,
1.58333,,,,,,
1.6,,,,,,
1.61667,,,,,,
1.63333,,,,,,
1.65,,,,,,
1.66667,,,,,,
1.68333,,,,,,
1.7,,,,,,
1.71667,,,,,,
1.73333,,,,,,
1.75,,,,,,
1.76667,,,,,,
1.78333,,,,,,
1.8,,,,,,
1.81667,,,,,,
1.83333,,,,,,
1.85,,,,,,
1.86667,,,,,,
1.88333,,,,,,
1.9,,,,,,
1.91667,,,,,,
1.93333,26920.8,,,,,
1.95,,,,,,
1.96667,,,,,,
1.98333,,,,,,
2,,,,,,
2.01667,,,,,,
2.03333,,32522.9,,,,
2.05,,,,,,
2.06667,,,,,,
2.08333,,,,,,
2.1,,,,,,
2.11667,,,,,,
2.13333,,,,,,
2.15,,,,,,
2.16667,,,,,,
2.18333,,,,,,
2.2,,,,,,
2.21667,,,,,,
2.23333,,,,,,
2.25,,,,,,
2.26667,,,,,,
2.28333,,,,,,
2.3,,,,,,
2.31667,,,,,,
2.33333,,,,,,
2.35,,,,,,
2.36667,,,,,,
2.38333,,,,,,
2.4,,,,,,
2.41667,,,,,,
2.43333,,,,,,
2.45,,,,,,
2.46667,,,,,,
2.48333,,,,,,
2.5,,,,,,
2.51667,,,,,,
2.53333,,,,,,
2.55,,,,,,
2.56667,,,,,,
2.58333,,,,,,
2.6,,,,,,
2.61667,,,,,,
2.63333,,,,,,
2.65,,,,,,
2.66667,,,,,,
2.68333,,,,,,
2.7,,,,,,
2.71667,,,,,,
2.73333,,,,,,
2.75,,,,,,
2.76667,,,,,,
2.78333,,,,,,
2.8,,,,,,
2.81667,,,,,,
2.83333,,,,,,
2.85,,,,,,
2.86667,,,,,,
2.88333,28426.8,,,,,
2.9,,,,,,
2.91667,,,,,,
2.93333,,,,,,
2.95,,,,,,
2.96667,,,,,,
2.98333,,,,,,
3,,,,,,
3.01667,,,,,,
3.03333,,,,,,
3.05,,31630.5,,,,
3.06667,,,,,,
3.08333,,,,,,
3.1,,,,,,
3.11667,,,,,,
3.13333,,,,,,
3.15,,,,,,
3.16667,,,,,,
3.18333,,,,,,
3.2,,,,,,
3.21667,,,,,,
3.23333,,,,,,
3.25,,,,,,
3.26667,,,,,,
3.28333,,,,,,
3.3,,,,,,
3.31667,,,,,,
3.33333,,,,,,
3.35,,,,,,
3.36667,,,,,,
3.38333,,,,,,
3.4,,,,,,
3.41667,,,,,,
3.43333,,,,,,
3.45,,,,,,
3.46667,,,,,,
3.48333,,,,,,
3.5,,,,,,
3.51667,,,,,,
3.53333,,,,,,
3.55,,,,,,
3.56667,,,,,,
3.58333,,,,,,
3.6,,,,,,
3.61667,,,,,,
3.63333,,,,,,
3.65,,,,,,
3.66667,,,,,,
3.68333,,,,,,
3.7,,,,,,
3.71667,,,,,,
3.73333,,,,,,
3.75,,,,,,
3.76667,,,,,,
3.78333,,,,,,
3.8,,,,,,
3.81667,,,,,,
3.83333,,,,,,
3.85,25157.6,,,,,
3.86667,,,,,,
3.88333,,,,,,
3.9,,,,,,
3.91667,,,,,,
3.93333,,,,,,
3.95,,,,,,
3.96667,,,,,,
3.98333,,,,,,
4,,,,,,
4.01667,,,,,,
4.03333,,,,,,
4.05,,,,,,
4.06667,,33128.2,,,,
4.08333,,,,,,
4.1,,,,,,
4.11667,,,,,,
4.13333,,,,,,
4.15,,,,,,
4.16667,,,,,,
4.18333,,,,,,
4.2,,,,,,
4.21667,,,,,,
4.23333,,,,,,
4.25,,,,,,
4.26667,,,,,,
4.28333,,,,,,
4.3,,,,,,
4.31667,,,,,,
4.33333,,,,,,
4.35,,,,,,
4.36667,,,,,,
4.38333,,,,,,
4.4,,,,,,
4.41667,,,,,,
4.43333,,,,,,
4.45,,,,,,
4.46667,,,,,,
4.48333,,,,,,
4.5,,,,,,
4.51667,,,,,,
4.53333,,,,,,
4.55,,,,,,
4.56667,,,,,,
4.58333,,,,,,
4.6,,,,,,
4.61667,,,,,,
4.63333,,,,,,
4.65,,,,,,
4.66667,,,,,,
4.68333,,,,,,
4.7,,,,,,
4.71667,,,,,,
4.73333,,,,,,
4.75,,,,,,
4.76667,,,,,,
4.78333,,,,,,
4.8,28426.7,,,,,
4.81667,,,,,,
4.83333,,,,,,
4.85,,,,,,
4.86667,,,,,,
4.88333,,,,,,
4.9,,,,,,
4.91667,,,,,,
4.93333,,,,,,
4.95,,,,,,
4.96667,,,,,,
4.98333,,,,,,
5,,,,,,
5.01667,,,,,,
5.03333,,,,,,
5.05,,,,,,
5.06667,,,,,,
5.08333,,35417.5,,,,
5.1,,,,,,
5.11667,,,,,,
5.13333,,,,,,
5.15,,,,,,
5.16667,,,,,,
5.18333,,,,,,
5.2,,,,,,
5.21667,,,,,,
5.23333,,,,,,
5.25,,,,,,
5.26667,,,,,,
5.28333,,,,,,
5.3,,,,,,
5.31667,,,,,,
5.33333,,,,,,
5.35,,,,,,
5.36667,,,,,,
5.38333,,,,,,
5.4,,,,,,
5.41667,,,,,,
5.43333,,,,,,
5.45,,,,,,
5.46667,,,,,,
5.48333,,,,,,
5.5,,,,,,
5.51667,,,,,,
5.53333,,,,,,
5.55,,,,,,
5.56667,,,,,,
5.58333,,,,,,
5.6,,,,,,
5.61667,,,,,,
5.63333,,,,,,
5.65,,,,,,
5.66667,,,,,,
5.68333,,,,,,
5.7,,,,,,
5.71667,,,,,,
5.73333,,,,,,
5.75,,,,,,
5.76667,29714.6,,,,,
5.78333,,,,,,
5.8,,,,,,
5.81667,,,,,,
5.83333,,,,,,
5.85,,,,,,
5.86667,,,,,,
5.88333,,,,,,
5.9,,,,,,
5.91667,,,,,,
5.93333,,,,,,
5.95,,,,,,
5.96667,,,,,,
5.98333,,,,,,
6,,,,,,
6.01667,,,,,,
6.03333,,,,,,
6.05,,,,,,
6.06667,,,,,,
6.08333,,,,,,
6.1,,36416.1,,,,
6.11667,,,,,,
6.13333,,,,,,
6.15,,,,,,
6.16667,,,,,,
6.18333,,,,,,
6.2,,,,,,
6.21667,,,,,,
6.23333,,,,,,
6.25,,,,,,
6.26667,,,,,,
6.28333,,,,,,
6.3,,,,,,
6.31667,,,,,,
6.33333,,,,,,
6.35,,,,,,
6.36667,,,,,,
6.38333,,,,,,
6.4,,,,,,
6.41667,,,,,,
6.43333,,,,,,
6.45,,,,,,
6.46667,,,,,,
6.48333,,,,,,
6.5,,,,,,
6.51667,,,,,,
6.53333,,,,,,
6.55,,,,,,
6.56667,,,,,,
6.58333,,,,,,
6.6,,,,,,
6.61667,,,,,,
6.63333,,,,,,
6.65,,,,,,
6.66667,,,,,,
6.68333,,,,,,
6.7,,,,,,
6.71667,,,,,,
6.73333,27449.1,,,,,
6.75,,,,,,
6.76667,,,,,,
6.78333,,,,,,
6.8,,,,,,
6.81667,,,,,,
6.83333,,,,,,
6.85,,,,,,
6.86667,,,,,,
6.88333,,,,,,
6.9,,,,,,
6.91667,,,,,,
6.93333,,,,,,
6.95,,,,,,
6.96667,,,,,,
6.98333,,,,,,
7,,,,,,
7.01667,,,,,,
7.03333,,,,,,
7.05,,,,,,
7.06667,,,,,,
7.08333,,,,,,
7.1,,,,,,
7.11667,,37097.8,,,,
7.13333,,,,,,
7.15,,,,,,
7.16667,,,,,,
7.18333,,,,,,
7.2,,,,,,
7.21667,,,,,,
7.23333,,,,,,
7.25,,,,,,
7.26667,,,,,,
7.28333,,,,,,
7.3,,,,,,
7.31667,,,,,,
7.33333,,,,,,
7.35,,,,,,
7.36667,,,,,,
7.38333,,,,,,
7.4,,,,,,
7.41667,,,,,,
7.43333,,,,,,
7.45,,,,,,
7.46667,,,,,,
7.48333,,,,,,
7.5,,,,,,
7.51667,,,,,,
7.53333,,,,,,
7.55,,,,,,
7.56667,,,,,,
7.58333,,,,,,
7.6,,,,,,
7.61667,,,,,,
7.63333,,,,,,
7.65,,,,,,
7.66667,,,,,,
7.68333,27449.1,,,,,
7.7,,,,,,
7.71667,,,,,,
7.73333,,,,,,
7.75,,,,,,
7.76667,,,,,,
7.78333,,,,,,
7.8,,,,,,
7.81667,,,,,,
7.83333,,,,,,
7.85,,,,,,
7.86667,,,,,,
7.88333,,,,,,
7.9,,,,,,
7.91667,,,,,,
7.93333,,,,,,
7.95,,,,,,
7.96667,,,,,,
7.98333,,,,,,
8,,,,,,
8.01667,,,,,,
8.03333,,,,,,
8.05,,,,,,
8.06667,,,,,,
8.08333,,,,,,
8.1,,,,,,
8.11667,,,,,,
8.13333,,40818.7,,,,
8.15,,,,,,
8.16667,,,,,,
8.18333,,,,,,
8.2,,,,,,
8.21667,,,,,,
8.23333,,,,,,
8.25,,,,,,
8.26667,,,,,,
8.28333,,,,,,
8.3,,,,,,
8.31667,,,,,,
8.33333,,,,,,
8.35,,,,,,
8.36667,,,,,,
8.38333,,,,,,
8.4,,,,,,
8.41667,,,,,,
8.43333,,,,,,
8.45,,,,,,
8.46667,,,,,,
8.48333,,,,,,
8.5,,,,,,
8.51667,,,,,,
8.53333,,,,,,
8.55,,,,,,
8.56667,,,,,,
8.58333,,,,,,
8.6,,,,,,
8.61667,,,,,,
8.63333,,,,,,
8.65,27449.1,,,,,
8.66667,,,,,,
8.68333,,,,,,
8.7,,,,,,
8.71667,,,,,,
8.73333,,,,,,
8.75,,,,,,
8.76667,,,,,,
8.78333,,,,,,
8.8,,,,,,
8.81667,,,,,,
8.83333,,,,,,
8.85,,,,,,
8.86667,,,,,,
8.88333,,,,,,
8.9,,,,,,
8.91667,,,,,,
8.93333,,,,,,
8.95,,,,,,
8.96667,,,,,,
8.98333,,,,,,
9,,,,,,
9.01667,,,,,,
9.03333,,,,,,
9.05,,,,,,
9.06667,,,,,,
9.08333,,,,,,
9.1,,,,,,
9.11667,,,,,,
9.13333,,,,,,
9.15,,46626.6,,,,
9.16667,,,,,,
9.18333,,,,,,
9.2,,,,,,
9.21667,,,,,,
9.23333,,,,,,
9.25,,,,,,
9.26667,,,,,,
9.28333,,,,,,
9.3,,,,,,
9.31667,,,,,,
9.33333,,,,,,
9.35,,,,,,
9.36667,,,,,,
9.38333,,,,,,
9.4,,,,,,
9.41667,,,,,,
9.43333,,,,,,
9.45,,,,,,
9.46667,,,,,,
9.48333,,,,,,
9.5,,,,,,
9.51667,,,,,,
9.53333,,,,,,
9.55,,,,,,
9.56667,,,,,,
9.58333,,,,,,
9.6,27950.6,,,,,
9.61667,,,,,,
9.63333,,,,,,
9.65,,,,,,
9.66667,,,,,,
9.68333,,,,,,
9.7,,,,,,
9.71667,,,,,,
9.73333,,,,,,
9.75,,,,,,
9.76667,,,,,,
9.78333,,,,,,
9.8,,,,,,
9.81667,,,,,,
9.83333,,,,,,
9.85,,,,,,
9.86667,,,,,,
9.88333,,,,,,
9.9,,,,,,
9.91667,,,,,,
9.93333,,,,,,
9.95,,,,,,
9.96667,,,,,,
9.98333,,,,,,
10,,,,,,
10.0167,,,,,,
10.0333,,,,,,
10.05,,,,,,
10.0667,,,,,,
10.0833,,,,,,
10.1,,,,,,
10.1167,,,,,,
10.1333,,,,,,
10.15,,,,,,
10.1667,,45598.9,,,,
10.1833,,,,,,
10.2,,,,,,
10.2167,,,,,,
10.2333,,,,,,
10.25,,,,,,
10.2667,,,,,,
10.2833,,,,,,
10.3,,,,,,
10.3167,,,,,,
10.3333,,,,,,
10.35,,,,,,
10.3667,,,,,,
10.3833,,,,,,
10.4,,,,,,
10.4167,,,,,,
10.4333,,,,,,
10.45,,,,,,
10.4667,,,,,,
10.4833,,,,,,
10.5,,,,,,
10.5167,,,,,,
10.5333,,,,,,
10.55,,,,,,
10.5667,26920.8,,,,,
10.5833,,,,,,
10.6,,,,,,
10.6167,,,,,,
10.6333,,,,,,
10.65,,,,,,
10.6667,,,,,,
10.6833,,,,,,
10.7,,,,,,
10.7167,,,,,,
10.7333,,,,,,
10.75,,,,,,
10.7667,,,,,,
10.7833,,,,,,
10.8,,,,,,
10.8167,,,,,,
10.8333,,,,,,
10.85,,,,,,
10.8667,,,,,,
10.8833,,,,,,
10.9,,,,,,
10.9167,,,,,,
10.9333,,,,,,
10.95,,,,,,
10.9667,,,,,,
10.9833,,,,,,
11,,,,,,
11.0167,,,,,,
11.0333,,,,,,
11.05,,,,,,
11.0667,,,,,,
11.0833,,,,,,
11.1,,,,,,
11.1167,,,,,,
11.1333,,,,,,
11.15,,,,,,
11.1667,,,,,,
11.1833,,43849.5,,,,
11.2,,,,,,
11.2167,,,,,,
11.2333,,,,,,
11.25,,,,,,
11.2667,,,,,,
11.2833,,,,,,
11.3,,,,,,
11.3167,,,,,,
11.3333,,,,,,
11.35,,,,,,
11.3667,,,,,,
11.3833,,,,,,
11.4,,,,,,
11.4167,,,,,,
11.4333,,,,,,
11.45,,,,,,
11.4667,,,,,,
11.4833,,,,,,
11.5,,,,,,
11.5167,30100.3,,,,,
11.5333,,,,,,
11.55,,,,,,
11.5667,,,,,,
11.5833,,,,,,
11.6,,,,,,
11.6167,,,,,,
11.6333,,,,,,
11.65,,,,,,
11.6667,,,,,,
11.6833,,,,,,
11.7,,,,,,
11.7167,,,,,,
11.7333,,,,,,
11.75,,,,,,
11.7667,,,,,,
11.7833,,,,,,
11.8,,,,,,
11.8167,,,,,,
11.8333,,,,,,
11.85,,,,,,
11.8667,,,,,,
11.8833,,,,,,
11.9,,,,,,
11.9167,,,,,,
11.9333,,,,,,
11.95,,,,,,
11.9667,,,,,,
11.9833,,,,,,
12,,,,,,
12.0167,,,,,,
12.0333,,,,,,
12.05,,,,,,
12.0667,,,,,,
12.0833,,,,,,
12.1,,,,,,
12.1167,,,,,,
12.1333,,,,,,
12.15,,,,,,
12.1667,,,,,,
12.1833,,,,,,
12.2,,41492.2,,,,
12.2167,,,,,,
12.2333,,,,,,
12.25,,,,,,
12.2667,,,,,,
12.2833,,,,,,
12.3,,,,,,
12.3167,,,,,,
12.3333,,,,,,
12.35,,,,,,
12.3667,,,,,,
12.3833,,,,,,
12.4,,,,,,
12.4167,,,,,,
12.4333,,,,,,
12.45,,,,,,
12.4667,,,,,,
12.4833,26364,,,,,
12.5,,,,,,
12.5167,,,,,,
12.5333,,,,,,
12.55,,,,,,
12.5667,,,,,,
12.5833,,,,,,
12.6,,,,,,
12.6167,,,,,,
12.6333,,,,,,
12.65,,,,,,
12.6667,,,,,,
12.6833,,,,,,
12.7,,,,,,
12.7167,,,,,,
12.7333,,,,,,
12.75,,,,,,
12.7667,,,,,,
12.7833,,,,,,
12.8,,,,,,
12.8167,,,,,,
12.8333,,,,,,
12.85,,,,,,
12.8667,,,,,,
12.8833,,,,,,
12.9,,,,,,
12.9167,,,,,,
12.9333,,,,,,
12.95,,,,,,
12.9667,,,,,,
12.9833,,,,,,
13,,,,,,
13.0167,,,,,,
13.0333,,,,,,
13.05,,,,,,
13.0667,,,,,,
13.0833,,,,,,
13.1,,,,,,
13.1167,,,,,,
13.1333,,,,,,
13.15,,,,,,
13.1667,,,,,,
13.1833,,,,,,
13.2,,,,,,
13.2167,,41409.2,,,,
13.2333,,,,,,
13.25,,,,,,
13.2667,,,,,,
13.2833,,,,,,
13.3,,,,,,
13.3167,,,,,,
13.3333,,,,,,
13.35,,,,,,
13.3667,,,,,,
13.3833,,,,,,
13.4,,,,,,
13.4167,,,,,,
13.4333,,,,,,
13.45,26920.8,,,,,
13.4667,,,,,,
13.4833,,,,,,
13.5,,,,,,
13.5167,,,,,,
13.5333,,,,,,
13.55,,,,,,
13.5667,,,,,,
13.5833,,,,,,
13.6,,,,,,
13.6167,,,,,,
13.6333,,,,,,
13.65,,,,,,
13.6667,,,,,,
13.6833,,,,,,
13.7,,,,,,
13.7167,,,,,,
13.7333,,,,,,
13.75,,,,,,
13.7667,,,,,,
13.7833,,,,,,
13.8,,,,,,
13.8167,,,,,,
13.8333,,,,,,
13.85,,,,,,
13.8667,,,,,,
13.8833,,,,,,
13.9,,,,,,
13.9167,,,,,,
13.9333,,,,,,
13.95,,,,,,
13.9667,,,,,,
13.9833,,,,,,
14,,,,,,
14.0167,,,,,,
14.0333,,,,,,
14.05,,,,,,
14.0667,,,,,,
14.0833,,,,,,
14.1,,,,,,
14.1167,,,,,,
14.1333,,,,,,
14.15,,,,,,
14.1667,,,,,,
14.1833,,,,,,
14.2,,,,,,
14.2167,,,,,,
14.2333,,40966.7,,,,
14.25,,,,,,
14.2667,,,,,,
14.2833,,,,,,
14.3,,,,,,
14.3167,,,,,,
14.3333,,,,,,
14.35,,,,,,
14.3667,,,,,,
14.3833,,,,,,
14.4,27950.6,,,,,
14.4167,,,,,,
14.4333,,,,,,
14.45,,,,,,
14.4667,,,,,,
14.4833,,,,,,
14.5,,,,,,
14.5167,,,,,,
14.5333,,,,,,
14.55,,,,,,
14.5667,,,,,,
14.5833,,,,,,
14.6,,,,,,
14.6167,,,,,,
14.6333,,,,,,
14.65,,,,,,
14.6667,,,,,,
14.6833,,,,,,
14.7,,,,,,
14.7167,,,,,,
14.7333,,,,,,
14.75,,,,,,
14.7667,,,,,,
14.7833,,,,,,
14.8,,,,,,
14.8167,,,,,,
14.8333,,,,,,
14.85,,,,,,
14.8667,,,,,,
14.8833,,,,,,
14.9,,,,,,
14.9167,,,,,,
14.9333,,,,,,
14.95,,,,,,
14.9667,,,,,,
14.9833,,,,,,
15,,,,,,
15.0167,,,,,,
15.0333,,,,,,
15.05,,,,,,
15.0667,,,,,,
15.0833,,,,,,
15.1,,,,,,
15.1167,,,,,,
15.1333,,,,,,
15.15,,,,,,
15.1667,,,,,,
15.1833,,,,,,
15.2,,,,,,
15.2167,,,,,,
15.2333,,,,,,
15.25,,39970.3,,,,
15.2667,,,,,,
15.2833,,,,,,
15.3,,,,,,
15.3167,,,,,,
15.3333,,,,,,
15.35,,,,,,
15.3667,29714.6,,,,,
15.3833,,,,,,
15.4,,,,,,
15.4167,,,,,,
15.4333,,,,,,
15.45,,,,,,
15.4667,,,,,,
15.4833,,,,,,
15.5,,,,,,
15.5167,,,,,,
15.5333,,,,,,
15.55,,,,,,
15.5667,,,,,,
15.5833,,,,,,
15.6,,,,,,
15.6167,,,,,,
15.6333,,,,,,
15.65,,,,,,
15.6667,,,,,,
15.6833,,,,,,
15.7,,,,,,
15.7167,,,,,,
15.7333,,,,,,
15.75,,,,,,
15.7667,,,,,,
15.7833,,,,,,
15.8,,,,,,
15.8167,,,,,,
15.8333,,,,,,
15.85,,,,,,
15.8667,,,,,,
15.8833,,,,,,
15.9,,,,,,
15.9167,,,,,,
15.9333,,,,,,
15.95,,,,,,
15.9667,,,,,,
15.9833,,,,,,
16,,,,,,
16.0167,,,,,,
16.0333,,,,,,
16.05,,,,,,
16.0667,,,,,,
16.0833,,,,,,
16.1,,,,,,
16.1167,,,,,,
16.1333,,,,,,
16.15,,,,,,
16.1667,,,,,,
16.1833,,,,,,
16.2,,,,,,
16.2167,,,,,,
16.2333,,,,,,
16.25,,,,,,
16.2667,,42653.5,,,,
16.2833,,,,,,
16.3,,,,,,
16.3167,29714.5,,,,,
16.3333,,,,,,
16.35,,,,,,
16.3667,,,,,,
16.3833,,,,,,
16.4,,,,,,
16.4167,,,,,,
16.4333,,,,,,
16.45,,,,,,
16.4667,,,,,,
16.4833,,,,,,
16.5,,,,,,
16.5167,,,,,,
16.5333,,,,,,
16.55,,,,,,
16.5667,,,,,,
16.5833,,,,,,
16.6,,,,,,
16.6167,,,,,,
16.6333,,,,,,
16.65,,,,,,
16.6667,,,,,,
16.6833,,,,,,
16.7,,,,,,
16.7167,,,,,,
16.7333,,,,,,
16.75,,,,,,
16.7667,,,,,,
16.7833,,,,,,
16.8,,,,,,
16.8167,,,,,,
16.8333,,,,,,
16.85,,,,,,
16.8667,,,,,,
16.8833,,,,,,
16.9,,,,,,
16.9167,,,,,,
16.9333,,,,,,
16.95,,,,,,
16.9667,,,,,,
16.9833,,,,,,
17,,,,,,
17.0167,,,,,,
17.0333,,,,,,
17.05,,,,,,
17.0667,,,,,,
17.0833,,,,,,
17.1,,,,,,
17.1167,,,,,,
17.1333,,,,,,
17.15,,,,,,
17.1667,,,,,,
17.1833,,,,,,
17.2,,,,,,
17.2167,,,,,,
17.2333,,,,,,
17.25,,,,,,
17.2667,,,,,,
17.2833,25777,46902.7,,,,
17.3,,,,,,
17.3167,,,,,,
17.3333,,,,,,
17.35,,,,,,
17.3667,,,,,,
17.3833,,,,,,
17.4,,,,,,
17.4167,,,,,,
17.4333,,,,,,
17.45,,,,,,
17.4667,,,,,,
17.4833,,,,,,
17.5,,,,,,
17.5167,,,,,,
17.5333,,,,,,
17.55,,,,,,
17.5667,,,,,,
